rate,Comment
5,"I had to find a chili recipe for my office&apos;s chili cook off and found this recipe.  Read the reviews, especially about the one that claimed to have won their work&apos;s cook off and decided to make it.  Imagine my delight when I too won the chili cook off.  Everyone at the office raved about it.  It is hands down a winner and great tasting to boot.  I prepared all the ingredients and fried the meat and veggies the night before, placed all the ingredients in the crockpot and put it in the fridge overnight.  Cooked it over four hours on high in the crockpot the following day.  The chili was nice and thick and tasty, cooked to perfection.  Great choice."
4,"Really good recipe with good depth of flavor. Although it seemed to be missing that umami element that makes you go, ""oh my gosh!"" and I&apos;m entering it into a contest tomorrow being judged by some local celebrity chefs (I&apos;m in Nashville). 
                                
                                So I decided to take it in a bit of a Sante Fe direction and added diced Hatch green chilis and a 1.5 teaspoon of ground cinnamon.  Now I got the ""oh my gosh!""... I&apos;m also using Mexican crema blended with cumin and cilantro to drizzle across the top and I am deep frying thin slices of the Hatch chilis to garnish for texture.  I&apos;m competing against 10 others so we&apos;ll see how I do!
                                
                                UPDATE: I took first place! Thanks again for the recipe..."
5,My new go-to chili recipe. It is perfect.
1,"The tomato paste was ""way to much"", it over powers the other spices. My advice is to start with about 4,OZ and add to it if not delete it altogether."
5,"I am the primary cook in my house and cooking is kinda a hobby of mine. Needles to say my 8 kids eat well. I have been using a recipe that my mom used to make that I had tweaked over the years. But decided it was time to try something new as and found this highly rated recipe. 
                                
                                When I showed this to my wife for an ingredients run she thought I was nuts trying to make what sounds like a very spicy chili. Well I made a couple of minor mods and was very pleasantly surprised. My slightly modified version will be my new go to for chili. All of my kids liked it over grandma&apos;s recipe ad did all of my employees. 16 servings gone in the first 24 hours served and lots of compliments. No one complained that it was to spicy. 
                                
                                Made a 36 serving batch of this chili since I have so many  kids to feed and we like to freeze ready made meals. Since I have a variety of heat tolerances in my family I toned down the heat by only adding 1/2 of the chili powder  the recipe called for. Also omitted the tomato paste as there were several people who had gripped about it. I also added cubed steak, pork sausage and black beans. 
                                
                                Next time I&apos;ll make a bigger batch :)"
4,"Delicious.  Made exactly as directed (other than I only added 4 oz tomato paste)  To all the reviewers who modified the recipe  (other than the amount of tomato paste which must be a mistake), once you change the recipe, you are not reviewing this recipe  anymore, but your own modified take of it.  We want to know how this recipe is, not your version of it."
5,"This has to be one of the best tasting potato soup recipes I&apos;ve tried.  I think next time I will try adding some shredded cheese in the last step or stir some into a hot bowl of soup for an added kick.
                                
                                I did find that this recipe takes much longer to prepare than the recipe states.  The times listed in the preparation are assuming you&apos;re starting out with peeled/diced potatoes, chopped onions, chopped celery, etc.  If you have none of this prepared ahead of time (and who does?) then this recipe will take much longer to make.  Sure, it&apos;s worth the time it takes to make it...but don&apos;t use this recipe for as last-minute dinner when you&apos;re in a hurry or when you&apos;re really tired and just wanting a good soup.  It took me about two hours to make this from start to finish.
                                
                                The cooking of the potatoes in the middle of the recipe before the stock is added is an excellent step and it helps the potatoes cook much faster than they would have just by boiling alone.  The puree step at near the end is very important.  It highly affected the texture and flavor of the soup.  Don&apos;t skip that step!
                                
                                Also, please don&apos;t think that ""chicken broth"" and ""chicken stock"" are the same thing.  They&apos;re not!  I wasn&apos;t able to find chicken stock at Walmart, I had to go to Albertsons.  If you use chicken broth you&apos;ll get a much different result.
                                
                                I also noticed this recipe has no salt added.  I did find adding salt to my bowl of soup helped the flavor even more.  I suggest adding some salt!
                                
                                I hi"
4,"I read all the top reviews and nobody has mentioned this before so maybe it&apos;s not a big deal to some...but I thought the bacon would be SO much better if it wasn&apos;t boiled with the potatoes (after cooking it.)  It lost it&apos;s flavor and became soggy!  I think it would be so much better added at the end, after everything was pureed.  Just my $.02."
3,"Good base soup to build on for personal preference.  I felt the soup definitely lacked flavor, but wasn&apos;t sure if it was me, so I asked hubby to taste it.  Immediate response; ""terrible""!  Thought he was kidding me, but alas, he was not....   Back to the stove top it went; added chicken boullion to give the soup more complexity and depth, extra garlic, white pepper (better with cream bases than black pepper), leeks, celery, garlic salt, tsp of hot pepper sauce, dried parsley and a tad bit more tarragon.  Didn&apos;t need to puree the soup as the potatoes melted away.  Ultimate potato soup with additions!"
5,"I am a professional Chef and I teach Culinary classes, we used this recipe last night and it was given a thumbs up.  kudos to Karena"
5,"Thank you so much for letting us enjoy this wonderful soup. It was one of the last things my Father tasted before he died of lung cancer. It was amazing how much he ate of this soup even though he had a hard time getting it down trough his throut because of the cancer. it was very very much worth it.
                                
                                so in the spirit of john van liempt, 
                                               enjoy"
